sourceAsset,requirementOrRisk,designCaseId,expandedCaseId,testLayer,clientOrOSScope,requiredEvidence,design_status,owner,gap,执行时间
v1.5规划(v1.3基线),沙箱 7 隐式工具具名冒烟（check_user/credentials/sign_agreement/exec_one_shot/upload_file/close_session/deploy_check）,D3-C6,无(不展开/代表执行),功能/配置,<代表: Hermes>,7 工具均返回规范结果，无静默失败,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,跨区域资源操作引导（区域维度）,D3-C7,无(不展开/代表执行),功能/配置,<真云代表: Hermes>,命令含目标 --cli-region（参数级断言）；不可用→code=Ecs.0021 精确命中；不存在→code=Ec,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,企业项目（enterprise_project_id）参数支持（项目维度）,D3-C8,无(不展开/代表执行),功能/配置,<真云代表: Hermes>,命令含精确 enterprise_project_id（参数级断言）；ShowVolume 返回字段 enterpris,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,资源不存在/已删除/冻结状态操作引导（资源状态维度）,D3-C9,无(不展开/代表执行),功能/配置,<真云代表: Hermes>,错误码精确命中（APIGW.0101 / EVS.5400 唯一断言），message 字段=固定 schema 文本；,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),市场分类列表,D3-C10,无(不展开/代表执行),功能/配置,<代表: Hermes>,分类列表完整且与 searchMarketplace(category) 过滤一致,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),沙箱凭证注入前 IAM 验证,D3-C11,无(不展开/代表执行),功能/配置,<代表: Hermes>,无效凭证返回 valid=false 且不注入沙箱；有效凭证注入；skipped 时放行,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),沙箱批量关闭与分块上传参数,D3-C12,无(不展开/代表执行),功能/配置,<代表: Hermes>,closeAllSessions 批量关闭所有会话；分块上传按 chunk=30000/batch=2/retries=,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),OBS 静态网站托管配置,D3-C13,无(不展开/代表执行),功能/配置,<代表: 真云 OBS>,get/set/delete 走 AWS4 签名 REST；set 必须 indexDocument(缺失报错)；err,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),沙箱 HDKit 服务参数与 hwlink 凭证,D3-C14,无(不展开/代表执行),功能/配置,<代表: Hermes 沙箱>,hdkitConnect 透传可选参数到 body；hdkitCredentials 缺 sessionId 且缺 de,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-只读查ECS(带不改约束),D3-S1,无(不展开/代表执行),功能/配置,<代表: Hermes>,路由命中 ecs；只读命令返回实例清单；会话期间零写操作，用户「不要修改」约束被忠实遵守,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-删VPC先确认,D3-S2,无(不展开/代表执行),功能/配置,<代表: Hermes>,先出命令块等待确认，未确认时零执行；确认后删除成功且归零,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-沙箱预览出URL,D3-S3,无(不展开/代表执行),功能/配置,<代表: Hermes>,终点必返回可访问公网URL；会话可正常关闭；无计费资源残留,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-领券闭环,D3-S4,无(不展开/代表执行),功能/配置,<代表: Hermes>,status→claim→status 闭环连贯，领取后状态翻转为 claimed=true,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-复合意图分层路由,D3-S5,无(不展开/代表执行),功能/配置,<代表: Hermes>,复合意图正确拆分并命中多个对应 service；分层推荐按预览/生产分流，不盲选单一服务,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-FunctionGraph定时任务,D3-S6,无(不展开/代表执行),功能/配置,<代表: Hermes>,函数创建成功+定时触发器绑定，返回可调用标识,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-跨服务交付(Web应用+RDS)并归零,D3-S7,无(不展开/代表执行),功能/配置,<代表: Hermes>,多服务编排顺序正确(先建库后部署)；连接串正确注入；应用可访问且读写库正常；测后仅本次创建的 RDS/沙箱被清理归零，零,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),场景-操作失败后排障指引,D3-S8,无(不展开/代表执行),功能/配置,<代表: Hermes>,失败被正确分类(权限/区域/配额)；给出可执行的下一步检查命令，非裸报错或空堆栈,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),凭证文件读取拦截,D4-1,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,被阻断,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),凭证env打印拦截,D4-2,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,被阻断,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),明文secret API拦截,D4-3,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,被阻断,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),写操作审批门,D4-4,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,无审批不可执行,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),写操作误判检测,D4-5,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,写操作不被误判为只读,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),adminPass回显警告,D4-6,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,源码级脱敏断言: adminPass=xxx→<redacted> 可函数级直调核验(无需真云); 真云E2E断言: 回,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook三工具有效性,D4-7,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,高危输入均被拦截,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Python/Node策略一致,D4-8,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,判定一致,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),公开暴露/破坏性预检,D4-9,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,执行前被拦,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),规则库新增回归,D4-10,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,新规则不误杀既有正常操作,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),提示注入防护,D4-11,无(不展开/代表执行),安全/审批,<代表: 4 注入点>,不执行注入指令,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),供应链安装期安全,D4-12,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,无恶意行为+pack一致+SBOM可产,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),最小权限凭证通过率,D4-13,无(不展开/代表执行),安全/审批,<代表: 只读凭证全量>,只读100%可用，写被正确识别权限不足(权限不足=IAM拒绝),DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),操作可审计性,D4-14,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,每次命令可追溯,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook绕过尝试,D4-15,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,无绕过成功,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),命令包裹穿透,D4-16,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,发现内层命令并拦截,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook模糊fail-closed,D4-17,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,异常输入默认拒绝,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook_check_artifacts 具名回归（代码/IaC/策略制品预检）,D4-21,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,broad IAM 制品被拦截,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook_check_deploy_plan 具名回归（部署计划预检）,D4-22,无(不展开/代表执行),安全/审批,<代表: hook=Hermes 非hook=OpenCode>,公网暴露 FunctionGraph 等被拦截/告警,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),全局规则 huawei-agent-rules.md 注入生效性（11 安装目标）,D4-23,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安全/审批,<代表: 逐客户端 11 目标>,全部目标注入且约束可执行，无孤儿文件,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,确认令牌过期与重复确认边界（审批流健壮性）,D4-24,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),安全/审批,<代表2: Hermes+OpenCode>,过期令牌返回精确 {code:'CONFIRM_TOKEN_EXPIRED'}（无资源创建，计数=0）；重复确认第二次返,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),Python hook 事件遥测分类,D4-25,无(不展开/代表执行),安全/审批,<代表: hook客户端>,只读→cli:read、写→cli:write、其他→cli:invoke；事件含 key/value/capabili,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),findings 证据脱敏,D4-26,无(不展开/代表执行),安全/审批,<代表: hook客户端>,findings.evidence 中 AK/SK/token/password 均被 <redacted> 替换，不泄,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),双路径输出脱敏,D4-27,无(不展开/代表执行),安全/审批,<代表: 隔离进程>,redactSecrets(策略正则)与 redactOutput(CLI输出)双路径均替换明文凭证为占位符；不对非敏感,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Node 版安全 hook 链路,D4-28,无(不展开/代表执行),安全/审批,<代表: hook客户端>,hooks.json 注册 .mjs(Node 实现)；tool_input 内 command/cmd/script/,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),分类断言与原始命令分类入口,D4-29,无(不展开/代表执行),安全/审批,<代表: 隔离进程>,classifyRawCommand=classifyTextCommand 包装；DENY 决策 assertAllo,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),清单发现加载,D5-1,EXP-D5-1-1;EXP-D5-2-1;EXP-D5-3-1;EXP-D5-4-1;EXP-D5-5-1;EXP-D5-6-1;EXP-D5-7-1;EXP-D5-8-1;EXP-D5-9-1;EXP-D5-10-1,客户端适配,<代表: 10 客户端>,全部客户端可发现,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),install落点正确,D5-2,EXP-D5-1-2;EXP-D5-2-2;EXP-D5-3-2;EXP-D5-4-2;EXP-D5-5-2;EXP-D5-6-2;EXP-D5-7-2;EXP-D5-8-2;EXP-D5-9-2;EXP-D5-10-2,客户端适配,<代表: 10 客户端>,"落点与文档一致,无错位",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),工具全量枚举,D5-3,EXP-D5-1-3;EXP-D5-2-3;EXP-D5-3-3;EXP-D5-4-3;EXP-D5-5-3;EXP-D5-6-3;EXP-D5-7-3;EXP-D5-8-3;EXP-D5-9-3;EXP-D5-10-3,客户端适配,<代表: 10 客户端>,"40 工具全量可达(=tools.mjs 注册源数量),schema完整",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),hook支持差异,D5-4,EXP-D5-1-4;EXP-D5-2-4;EXP-D5-3-4;EXP-D5-4-4;EXP-D5-5-4;EXP-D5-6-4;EXP-D5-7-4;EXP-D5-8-4;EXP-D5-9-4;EXP-D5-10-4,客户端适配,<代表: 10 客户端>,两条降级路径均有效,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),沙箱/终端模式差异,D5-5,EXP-D5-1-5;EXP-D5-2-5;EXP-D5-3-5;EXP-D5-4-5;EXP-D5-5-5;EXP-D5-6-5;EXP-D5-7-5;EXP-D5-8-5;EXP-D5-9-5;EXP-D5-10-5,客户端适配,<代表: CodeArts 重点>,环境约束与README一致且恢复可用,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Windows特有问题,D5-6,EXP-D5-1-6;EXP-D5-2-6;EXP-D5-3-6;EXP-D5-4-6;EXP-D5-5-6;EXP-D5-6-6;EXP-D5-7-6;EXP-D5-8-6;EXP-D5-9-6;EXP-D5-10-6,客户端适配,<代表: Windows 专项>,官方已知问题在文档范围内可控,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),重启生效一致性,D5-7,EXP-D5-1-7;EXP-D5-2-7;EXP-D5-3-7;EXP-D5-4-7;EXP-D5-5-7;EXP-D5-6-7;EXP-D5-7-7;EXP-D5-8-7;EXP-D5-9-7;EXP-D5-10-7,客户端适配,<代表: 10 客户端>,重启生效语义跨客户端一致,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),服务矩阵↔技能目录双向对齐 + codex-desktop 补全,D5-8,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),客户端适配,<代表: 逐客户端 10+>,双向映射无遗漏/无多余，无 skill 服务有明确降级提示,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),检索响应延迟,D6-1,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,p95<2s,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),只读执行端到端,D6-2,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,p95<3s,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),MCP冷启时间,D6-3,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,冷启<5s,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),并发调度正确性,D6-4,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,无死锁无消息错乱,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),大目录/大上传,D6-5,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,内存平稳不超时,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),弱网重试幂等,D6-6,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,重试幂等不重复创建资源,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),长会话稳定性,D6-7,无(不展开/代表执行),性能/可靠性,<代表: Windows x64 + Node22>,无内存泄漏无失效,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,MCP 工具调用超时（网络/后端挂起）,D6-8,无(不展开/代表执行),性能/可靠性,<代表: MCP进程+夹具>,超时在 25~35s 内返回（不无限挂起/不提前误报）；isError=true 且 error.code=ETIMED,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),缓存清理三入口,D6-9,无(不展开/代表执行),性能/可靠性,<代表: 隔离进程>,三缓存清理入口各自清空对应缓存且幂等；清理后再查询触发重新拉取,DESIGN_COVERED,测试负责人,,20260920092100
全量评审补齐REV-20260911004604,tools/call 超时协议语义与取消,D9-9,无(不展开/代表执行),MCP协议,<代表: Inspector+夹具>,"超时返回 {code:-32000, message 含 'timeout'}（精确断言）；取消能力按 capabili",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),OS矩阵,D7-1,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows/Linux/macOS × Node22/24>,全OS可用,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Node版本矩阵,D7-2,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows/Linux/macOS × Node22/24>,Node >=22 均可用（engines 合同覆盖的版本区间）,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),Windows better-sqlite3缺口,D7-3,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows 专项>,缺口面明确并人工补齐,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),国内镜像源安装,D7-4,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows/Linux/macOS × Node22/24>,镜像路径安装正常,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),与既有配置共存,D7-5,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows/Linux/macOS × Node22/24>,升级不覆盖/不破坏用户自定义内容,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),升级兼容,D7-6,由EXP-D7 OS矩阵覆盖(OS×Node),兼容性,<代表: Windows/Linux/macOS × Node22/24>,升级通道可用且行为一致,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),文档与能力一致,D8-1,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,无失效链接无过时命令,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),错误信息可执行,D8-2,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,均含下一步指引,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),脱敏误报平衡,D8-3,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,secret脱敏但project_id/region不被打码,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),引导步骤可机械执行,D8-4,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,无含糊步骤(Agent可机械执行),DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),运行时日志安全,D8-5,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,日志分级正确无敏感信息,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),中英文文档一致,D8-6,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,双源无漂移,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),7 个 meta/通用技能指引可机械执行验证,D8-7,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,7 技能指引均可机械执行，无断链/幻觉步骤,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),遥测策略端到端（trackTool/trackSandbox/hook 事件/上报脱敏）,D8-8,无(不展开/代表执行),文档/质量,<代表: 静态评审人 测试经理>,事件完整上报且不含明文凭证,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),安装 ID 与遥测值脱敏,D8-9,无(不展开/代表执行),文档/质量,<代表: 隔离进程>,installId 生成/恢复稳定持久；sanitizeValue 移除 AK/SK/token 等敏感值与非法字符，不,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),MCP 配置备份与合并,D8-10,无(不展开/代表执行),文档/质量,<代表: 隔离 HOME>,命令/参数/文件三风格合并正确；用户 delta 提取再应用幂等；agent delta 持久化与 purgeBacku,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),tools/list合规,D9-1,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,40 工具 schema 均合法(=tools.mjs 注册源数量),DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),JSON-RPC错误码,D9-2,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,"错误码规范,客户端可处理",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),tools/call响应格式,D9-3,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,content数组+isError语义正确,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),协议生命周期,D9-4,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,强制时序被遵守,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),stdio传输健壮,D9-5,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,通传输不崩不污染协议通道,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),跨客户端互通,D9-6,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,全客户端协议互通,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),协议版本协商降级,D9-7,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,不挂死且正确降级,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),inputSchema版本合规,D9-8,无(不展开/代表执行),MCP协议,<代表: MCP Inspector + Hermes>,版本统一且明确,DESIGN_COVERED,测试负责人,,20260920092100
覆盖缺口落用例20260913(coverage-gaps.md),MCP remote transport（HTTP/WS 远程服务）,D9-10,无(不展开/代表执行),MCP协议,<代表: remote 客户端>,remote 服务在 9528 端口监听，initialize/tools/list 与 stdio 路径一致；未指定 ,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),WebSocket 隧道通道生命周期,D9-11,无(不展开/代表执行),MCP协议,<代表: 隧道 mux 夹具>,通道 attach 注册到 mux；ready Promise 在 open 时 resolve；close 后 loc,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),工具描述可选择性,D10-1,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,"描述可度量,低分项入缺口",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),skill激活率,D10-2,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,激活率≥90%,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),路由准确率+混淆矩阵,D10-3,EXP-E01;EXP-E02;EXP-E03;EXP-E04;EXP-E05;EXP-E06;EXP-E07;EXP-E08;EXP-E09;EXP-E10;EXP-E11;EXP-E12;EXP-E13;EXP-E14;EXP-E15,Agent评测,<代表: 10 客户端>,"源码级路由断言: serviceCatalog 中/英文意图均命中对应服务; 评测级: 路由准确率≥90%,错路由可定位",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),安全干预-静态规则层,D10-4,无(不展开/代表执行),Agent评测,<代表: 源码直调 risk-rule-engine>,"规则库完整加载(9 deny + 7 warn);高危命令判 deny、只读命令判 allow,不带 token",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),安全干预-LLM会话层,D10-9,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,高危请求自动走审批,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),多轮任务完成率,D10-5,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,"自主完成率高,干预少",DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),评测基建,D10-6,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,结果可重复可比,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),评测失败分级,D10-7,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,分级驱动修复优先级,DESIGN_COVERED,测试负责人,,20260920092100
v1.5规划(v1.3基线),评测成本预算,D10-8,由EXP-D5客户端矩阵覆盖(D5-1~7逐客户端),Agent评测,<代表: 10 客户端>,成本可控可持续,DESIGN_COVERED,测试负责人,,20260920092100
ITER-005(PR#592),README 徽章动态化 D1-1~4,-,-,静态核对+CLI,Windows W,next-stable.mjs 运行输出,REFERENCE_ONLY,测试负责人,复用既有 ID，无独立设计级（结论：接受）,20260920092100
ITER-005(PR#592),P1 install 目标解析四态,D1-2/D1-7/D1-9,-,CLI+PTY/非TTY,Windows W + Linux L,setup.cjs 决策树 44/44,REFERENCE_ONLY,测试负责人,复用既有 ID（结论：接受）,20260920092100
ITER-005(PR#592),P2 通用 MCP 白名单接入,D1-58,-,CLI,Linux L,Claude/Cursor merge 场景,REFERENCE_ONLY,测试负责人,已回填 D1-58（R12-3 完成，不再留待回填）,20260920092100
ITER-002 hand,各客户端 CDP 会话级自动化,D5-1~7,EXP-D5-1-1;EXP-D5-5-1,客户端会话,7 客户端,各 manual/会话级自动化.md,REFERENCE_ONLY,测试负责人,执行记录性质（结论：接受，不另立 ID）,20260920092100
